"No.","Time","Source","Destination","Protocol","Length","Info"
"1795","72.593368","213.57.24.219","10.0.2.15","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1800","72.594458","213.57.24.219","10.0.2.15","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1812","72.599052","213.57.24.219","10.0.2.15","TLSv1.2","5894","Application Data [TCP segment of a reassembled PDU]"
"1822","72.600783","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"1828","72.602477","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"1832","72.605437","213.57.24.219","10.0.2.15","TLSv1.2","10274","Application Data [TCP segment of a reassembled PDU]"
"1843","72.609191","213.57.24.219","10.0.2.15","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1854","72.611871","213.57.24.219","10.0.2.15","TLSv1.2","1968","Application Data"
"1860","72.913326","10.0.2.15","35.186.224.25","TLSv1.2","349","Application Data"
"1861","72.913357","10.0.2.15","35.186.224.25","TLSv1.2","393","Application Data, Application Data"
"1862","72.913413","10.0.2.15","35.186.224.25","TLSv1.2","316","Application Data"
"1866","72.936166","35.186.224.25","10.0.2.15","TLSv1.2","93","Application Data"
"1871","72.955734","10.0.2.15","35.186.224.25","TLSv1.3","643","Client Hello"
"1888","73.010473","35.186.224.25","10.0.2.15","TLSv1.2","126","Application Data"
"1890","73.010473","35.186.224.25","10.0.2.15","TLSv1.2","534","Application Data, Application Data"
"1892","73.010780","35.186.224.25","10.0.2.15","TLSv1.2","93","Application Data"
"1894","73.012664","10.0.2.15","35.186.224.25","TLSv1.2","89","Application Data"
"1895","73.012694","10.0.2.15","35.186.224.25","TLSv1.2","93","Application Data"
"1901","73.033583","35.186.224.25","10.0.2.15","TLSv1.2","126","Application Data"
"1902","73.034004","35.186.224.25","10.0.2.15","TLSv1.2","413","Application Data, Application Data"
"1906","73.038371","35.186.224.25","10.0.2.15","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"1908","73.038810","10.0.2.15","35.186.224.25","TLSv1.3","118","Change Cipher Spec, Application Data"
"1910","73.055626","35.186.224.25","10.0.2.15","TLSv1.3","640","Application Data, Application Data"
"1911","73.067782","35.186.224.25","10.0.2.15","TLSv1.2","126","Application Data"
"1912","73.068046","35.186.224.25","10.0.2.15","TLSv1.2","1466","Application Data"
"1914","73.068919","35.186.224.25","10.0.2.15","TLSv1.2","1331","Application Data, Application Data"
"1915","73.069717","35.186.224.25","10.0.2.15","TLSv1.2","93","Application Data"
"1917","73.069827","10.0.2.15","35.186.224.25","TLSv1.2","93","Application Data"
"1940","74.201122","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1942","74.275350","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1960","77.043504","10.0.2.15","35.186.224.18","TLSv1.2","133","[TCP Previous segment not captured] , Application Data"
"1961","77.043552","10.0.2.15","35.186.224.18","TLSv1.2","176","Application Data, Application Data"
"1962","77.043571","10.0.2.15","35.186.224.18","TLSv1.2","7323","Application Data"
"1963","77.043620","10.0.2.15","35.186.224.18","TLSv1.2","798","Application Data"
"1973","77.068563","35.186.224.18","10.0.2.15","TLSv1.2","93","Application Data"
"1986","77.160200","35.186.224.18","10.0.2.15","TLSv1.2","122","Application Data"
"1988","77.160395","35.186.224.18","10.0.2.15","TLSv1.2","263","Application Data, Application Data, Application Data"
"1990","77.161760","10.0.2.15","35.186.224.18","TLSv1.2","89","Application Data"
"1992","77.162127","10.0.2.15","35.186.224.18","TLSv1.2","93","Application Data"
"1994","77.239540","35.186.224.18","10.0.2.15","TLSv1.2","466","Application Data, Application Data, Application Data, Application Data"
"1995","77.241147","10.0.2.15","35.186.224.18","TLSv1.2","93","Application Data"
"1997","77.287351","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1999","77.360930","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"2006","78.222653","10.0.2.15","149.154.167.99","TLSv1.2","509","Application Data"
"2009","78.327866","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"2019","80.369994","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"2021","80.446066","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"2025","82.655121","10.0.2.15","213.57.24.219","TLSv1.2","849","Application Data"
"2027","82.669532","213.57.24.219","10.0.2.15","TLSv1.2","635","Application Data"
"2039","82.676278","213.57.24.219","10.0.2.15","TLSv1.2","14654","Application Data [TCP segment of a reassembled PDU]"
"2047","82.680319","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2049","82.686083","213.57.24.219","10.0.2.15","TLSv1.2","35094","Application Data, Application Data, Application Data"
"2053","82.687772","213.57.24.219","10.0.2.15","TLSv1.2","5894","Application Data [TCP segment of a reassembled PDU]"
"2065","82.690203","213.57.24.219","10.0.2.15","TLSv1.2","5894","Application Data [TCP segment of a reassembled PDU]"
"2073","82.691568","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2078","82.692760","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2090","82.695368","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2100","82.697159","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2110","82.700080","213.57.24.219","10.0.2.15","TLSv1.2","2189","Application Data"
"2112","83.452564","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"2114","83.544718","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"2126","86.552724","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"2128","86.623035","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"2134","89.630082","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"2136","89.701407","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"2138","91.042205","10.0.2.15","35.186.224.40","TLSv1.2","97","Application Data"
"2140","91.117212","35.186.224.40","10.0.2.15","TLSv1.2","94","Application Data"
"2144","92.710847","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"2146","92.747873","10.0.2.15","213.57.24.219","TLSv1.2","849","Application Data"
"2148","92.762749","213.57.24.219","10.0.2.15","TLSv1.2","635","Application Data"
"2162","92.767676","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2174","92.770834","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2180","92.772375","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2190","92.774771","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2202","92.777144","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2208","92.779113","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2218","92.785749","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2229","92.788083","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2234","92.788753","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"2236","92.791486","213.57.24.219","10.0.2.15","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"2237","92.791486","213.57.24.219","10.0.2.15","TLSv1.2","11734","Application Data [TCP segment of a reassembled PDU]"
"2242","92.794148","213.57.24.219","10.0.2.15","TLSv1.2","4434","Application Data [TCP segment of a reassembled PDU]"
"2246","92.796233","213.57.24.219","10.0.2.15","TLSv1.2","2161","Application Data, Application Data"
"2248","93.222278","10.0.2.15","149.154.167.99","TLSv1.2","509","Application Data"
"2250","93.331253","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"2254","95.801498","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"2256","95.873966","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
