"No.","Time","Source","Destination","Protocol","Length","Info"
"1901","195.852456","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=62532 Ack=44412 Win=65535 Len=0"
"1902","195.930757","10.0.2.15","149.154.167.99","TLSv1.2","171","Application Data"
"1903","195.931228","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=62532 Ack=44529 Win=65535 Len=0"
"1904","195.937189","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1905","195.937217","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=44529 Ack=62645 Win=65535 Len=0"
"1906","196.022736","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1907","196.022766","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=44529 Ack=62758 Win=65535 Len=0"
"1914","198.947045","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1915","198.947545","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=62758 Ack=44712 Win=65535 Len=0"
"1918","199.089871","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1919","199.089899","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=44712 Ack=62871 Win=65535 Len=0"
"1920","202.096404","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1921","202.096755","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=62871 Ack=44895 Win=65535 Len=0"
"1924","202.216003","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1925","202.216023","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=44895 Ack=62984 Win=65535 Len=0"
"1930","204.857589","10.0.2.15","149.154.167.99","TLSv1.2","461","Application Data"
"1931","204.858100","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=62984 Ack=45302 Win=65535 Len=0"
"1932","204.955459","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"1933","204.955487","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=45302 Ack=63147 Win=65535 Len=0"
"1934","205.223678","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1935","205.224066","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=63147 Ack=45485 Win=65535 Len=0"
"1936","205.305677","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1937","205.305706","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=45485 Ack=63260 Win=65535 Len=0"
