"No.","Time","Source","Destination","Protocol","Length","Info"
"2772","27.067168","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","305","Application Data"
"2786","27.352530","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"2832","27.800839","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2600:1901:1:e52::","TLSv1.2","117","Application Data"
"2838","27.870307","2600:1901:1:e52::","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","114","Application Data"
"2846","28.026619","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"2847","28.026797","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","191","Application Data"
"2852","28.123811","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","253","Application Data"
"2853","28.129379","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"2855","28.131625","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"2866","28.273328","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"2879","28.456762","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","305","Application Data"
"2896","28.643133","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","429","Application Data"
"2907","28.826287","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"2915","28.931129","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"2928","29.414959","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"2934","29.522557","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"2935","29.524914","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"2943","29.710211","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"2975","30.312800","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","305","Application Data"
"2981","30.407711","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","513","Application Data"
"2986","30.565775","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","317","Application Data"
"2994","30.587879","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"3005","31.126391","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3012","31.222282","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3015","31.282620","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3022","31.399618","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3023","31.401846","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3024","31.439956","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","223","Application Data"
"3026","31.530447","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"3035","31.631585","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","429","Application Data"
"3049","31.827578","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"3057","31.943016","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3058","31.943481","10.0.0.3","72.25.64.32","TLSv1.2","258","Client Hello"
"3074","32.166095","72.25.64.32","10.0.0.3","TLSv1.2","347","Server Hello, Certificate"
"3076","32.166789","72.25.64.32","10.0.0.3","TLSv1.2","396","Server Key Exchange, Server Hello Done"
"3077","32.168415","10.0.0.3","72.25.64.32","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3087","32.377669","72.25.64.32","10.0.0.3","TLSv1.2","60","Change Cipher Spec"
"3088","32.378129","72.25.64.32","10.0.0.3","TLSv1.2","155","Encrypted Handshake Message"
"3090","32.382949","10.0.0.3","72.25.64.32","TLSv1.2","992","Application Data, Application Data"
"3091","32.402738","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3095","32.513861","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3096","32.516204","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3101","32.592548","72.25.64.32","10.0.0.3","TLSv1.2","443","Application Data"
"3102","32.592955","10.0.0.3","72.25.64.32","TLSv1.2","139","Encrypted Alert"
"3104","32.593694","72.25.64.32","10.0.0.3","TLSv1.2","139","Encrypted Alert"
"3109","32.678200","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"3119","32.844852","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","305","Application Data"
"3126","32.929923","10.0.0.3","68.232.34.52","TLSv1.2","236","Client Hello"
"3138","33.001622","68.232.34.52","10.0.0.3","TLSv1.2","1465","Server Hello"
"3141","33.005245","68.232.34.52","10.0.0.3","TLSv1.2","1231","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"3142","33.007493","10.0.0.3","68.232.34.52","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3144","33.031687","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"3146","33.076633","68.232.34.52","10.0.0.3","TLSv1.2","280","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3147","33.079371","10.0.0.3","68.232.34.52","TLSv1.2","587","Application Data"
"3151","33.152093","68.232.34.52","10.0.0.3","TLSv1.2","1465","Application Data"
"3152","33.152399","68.232.34.52","10.0.0.3","TLSv1.2","1088","Application Data"
"3154","33.152492","68.232.34.52","10.0.0.3","TLSv1.2","85","Encrypted Alert"
"3155","33.153071","10.0.0.3","68.232.34.52","TLSv1.2","85","Encrypted Alert"
"3202","33.715554","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","241","Application Data"
"3207","33.824748","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","207","Application Data"
"3208","33.825895","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3212","33.947282","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3213","33.949531","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"3220","34.065031","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"3232","34.226225","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"3235","34.322275","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3258","34.376776","10.0.0.3","72.25.64.32","TLSv1.2","258","Client Hello"
"3277","34.598628","72.25.64.32","10.0.0.3","TLSv1.2","347","Server Hello, Certificate"
"3279","34.600209","72.25.64.32","10.0.0.3","TLSv1.2","396","Server Key Exchange, Server Hello Done"
"3280","34.601552","10.0.0.3","72.25.64.32","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3294","34.700533","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","241","Application Data"
"3302","34.821157","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","207","Application Data"
"3305","34.862033","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3308","34.928784","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3355","35.432565","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","728","Application Data"
"3367","35.432697","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","1506","Application Data [TCP segment of a reassembled PDU]"
"3378","35.432697","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","1506","Application Data [TCP segment of a reassembled PDU]"
"3390","35.432697","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","1087","Application Data, Application Data"
"3402","35.432831","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","728","Application Data"
"3408","35.432882","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","493","Application Data"
"3410","35.432886","10.0.0.3","149.154.167.99","TLSv1.3","532","Application Data"
"3461","35.679292","72.25.64.32","10.0.0.3","TLSv1.2","60","Change Cipher Spec"
"3465","35.683188","149.154.167.99","10.0.0.3","TLSv1.3","167","Application Data"
"3476","35.741848","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.3","187","Application Data"
"3477","35.745274","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","401","Application Data"
"3508","35.949826","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","800","Application Data"
"3509","35.971476","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.3","321","Application Data"
"3515","36.030281","72.25.64.32","10.0.0.3","TLSv1.2","155","Encrypted Handshake Message"
"3516","36.031093","10.0.0.3","72.25.64.32","TLSv1.2","1200","Application Data, Application Data"
"3531","36.183418","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.3","1032","Application Data"
"3551","36.259166","72.25.64.32","10.0.0.3","TLSv1.2","443","Application Data"
"3553","36.259578","10.0.0.3","72.25.64.32","TLSv1.2","139","Encrypted Alert"
"3557","36.262293","72.25.64.32","10.0.0.3","TLSv1.2","139","Encrypted Alert"
"3572","36.455760","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3581","36.510476","10.0.0.3","72.25.64.32","TLSv1.2","258","Client Hello"
"3588","36.559315","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3589","36.561121","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3600","36.677322","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","864","Application Data"
"3623","36.957020","72.25.64.32","10.0.0.3","TLSv1.2","677","Server Hello, Certificate"
"3625","36.958119","72.25.64.32","10.0.0.3","TLSv1.2","396","Server Key Exchange, Server Hello Done"
"3626","36.959295","10.0.0.3","72.25.64.32","TLSv1.2","236","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3632","37.170367","72.25.64.32","10.0.0.3","TLSv1.2","60","Change Cipher Spec"
"3633","37.171138","72.25.64.32","10.0.0.3","TLSv1.2","155","Encrypted Handshake Message"
"3635","37.172020","10.0.0.3","72.25.64.32","TLSv1.2","331","Application Data"
"3636","37.172030","10.0.0.3","72.25.64.32","TLSv1.2","731","Application Data"
"3646","37.295343","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2606:4700:7::a29f:81eb","TLSv1.2","135","Application Data"
"3648","37.326646","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"3649","37.327663","2606:4700:7::a29f:81eb","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","131","Application Data"
"3670","37.397305","72.25.64.32","10.0.0.3","TLSv1.2","443","Application Data"
"3671","37.397643","72.25.64.32","10.0.0.3","TLSv1.2","139","Encrypted Alert"
"3673","37.397801","10.0.0.3","72.25.64.32","TLSv1.2","139","Encrypted Alert"
"3679","37.436400","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3700","37.659568","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","305","Application Data"
"3717","37.826681","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","207","Application Data"
"3745","38.006085","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","493","Application Data"
"3748","38.043030","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3787","38.407334","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2620:117:c004:392:107:167:125:189","TLSv1.2","591","Client Hello"
"3799","38.569024","2620:117:c004:392:107:167:125:189","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","1506","Server Hello"
"3800","38.569242","2620:117:c004:392:107:167:125:189","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","1329","Certificate, Server Key Exchange, Server Hello Done"
"3802","38.572347","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2620:117:c004:392:107:167:125:189","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"3803","38.573245","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2620:117:c004:392:107:167:125:189","TLSv1.2","581","Application Data"
"3810","38.627949","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"3811","38.670646","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","223","Application Data"
"3813","38.726931","2620:117:c004:392:107:167:125:189","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","356","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"3815","38.729745","2620:117:c004:392:107:167:125:189","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","1363","Application Data"
"3817","38.736077","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3819","38.742068","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3833","38.860511","10.0.0.3","20.199.120.85","TLSv1.2","155","Application Data"
"3834","38.865668","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","493","Application Data"
"3835","38.878579","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"3837","38.931587","20.199.120.85","10.0.0.3","TLSv1.2","225","Application Data"
"3876","39.634429","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"3891","39.739290","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"3892","39.742153","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"3898","39.852066","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"3962","40.400380","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","321","Application Data"
"3963","40.440958","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","191","Application Data"
"3967","40.537907","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","253","Application Data"
"3968","40.568038","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"3973","40.626953","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2606:4700:7::a29f:82eb","TLSv1.2","135","Application Data"
"3974","40.649612","2606:4700:7::a29f:82eb","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","131","Application Data"
"3993","40.828617","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"3998","40.932310","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4023","41.366872","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4030","41.471134","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4031","41.473262","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4038","41.579308","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"4039","41.586973","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"4048","41.731224","2620:117:c004:392:107:167:125:189","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","97","Encrypted Alert"
"4061","41.799816","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","429","Application Data"
"4106","42.550558","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4117","42.690069","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4120","42.692116","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4130","42.814891","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"4177","43.549256","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"4178","43.550268","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"4185","43.667542","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4193","43.784555","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"4198","43.828775","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"4206","43.968644","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4207","43.970839","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4220","44.067318","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4221","44.069424","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4227","44.165067","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4228","44.167142","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4231","44.262554","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4232","44.264943","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4237","44.361137","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4239","44.363210","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4246","44.459563","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4247","44.461791","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4254","44.504533","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","207","Application Data"
"4263","44.557667","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4264","44.559910","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4271","44.605285","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4272","44.607257","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4275","44.677663","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4289","44.723809","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4290","44.726131","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"4292","44.842143","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"4293","44.860639","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"4315","45.094041","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","429","Application Data"
"4341","45.406724","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","609","Application Data"
"4346","45.529103","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","253","Application Data"
"4397","45.821203","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4405","45.947552","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4406","45.949510","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4415","46.056291","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"4442","46.682754","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"4446","46.779395","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4451","46.836146","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4456","46.908959","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"4457","46.941181","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4465","47.129028","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"4500","47.861599","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4505","47.971418","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4506","47.973605","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4515","48.080347","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","525","Application Data"
"4562","48.943038","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","305","Application Data"
"4572","49.122804","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","445","Application Data"
"4639","49.793315","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","257","Application Data"
"4640","49.793454","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","191","Application Data"
"4642","49.824544","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","207","Application Data"
"4646","49.891440","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4647","49.917506","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","273","Application Data"
"4648","49.938615","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4649","49.974558","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4656","50.033219","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4657","50.035398","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","289","Application Data"
"4658","50.162880","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","509","Application Data"
"4674","50.574787","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2001:67c:4e8:f004::9","TLSv1.2","241","Application Data"
"4684","50.686049","2001:67c:4e8:f004::9","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","187","Application Data"
"4700","51.044982","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","2606:4700:7::a29f:81eb","TLSv1.2","135","Application Data"
"4701","51.074906","2606:4700:7::a29f:81eb","2a06:c701:49af:6700:cca5:69f0:274a:4fd9","TLSv1.2","131","Application Data"
