"No.","Time","Source","Destination","Protocol","Length","Info"
"689","61.152094","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=10369 Ack=8245 Win=65535 Len=0"
"690","61.252286","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"691","61.252316","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8245 Ack=10548 Win=65535 Len=0"
"694","61.268782","149.154.167.99","10.0.2.15","TLSv1.2","313","Application Data"
"695","61.268815","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8245 Ack=10807 Win=65535 Len=0"
"696","61.271210","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"697","61.271597","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=10807 Ack=8460 Win=65535 Len=0"
"700","61.386425","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"701","61.427537","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8460 Ack=11210 Win=65535 Len=0"
"702","61.506123","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"703","61.506432","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=11210 Ack=8643 Win=65535 Len=0"
"704","61.584811","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"705","61.584855","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8643 Ack=11323 Win=65535 Len=0"
"710","61.691634","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"711","61.691675","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8643 Ack=11662 Win=65535 Len=0"
"712","61.767821","10.0.2.15","149.154.167.99","TLSv1.2","285","Application Data"
"713","61.768269","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=11662 Ack=8874 Win=65535 Len=0"
"714","61.915305","149.154.167.99","10.0.2.15","TLSv1.2","844","Application Data"
"715","61.915369","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8874 Ack=12452 Win=65535 Len=0"
"723","63.390890","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"724","63.390909","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=8874 Ack=12791 Win=65535 Len=0"
"732","64.220809","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"733","64.221187","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=12791 Ack=9073 Win=65535 Len=0"
"734","64.374414","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"735","64.374444","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=9073 Ack=12904 Win=65535 Len=0"
"736","64.378102","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"737","64.378474","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=12904 Ack=9272 Win=65535 Len=0"
"742","64.448389","10.0.2.15","149.154.167.99","TLSv1.2","445","Application Data"
"743","64.448750","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=12904 Ack=9663 Win=65535 Len=0"
"744","64.545176","149.154.167.99","10.0.2.15","TLSv1.2","521","Application Data"
"745","64.587356","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=9663 Ack=13371 Win=65535 Len=0"
"746","64.588254","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"747","64.588275","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=9663 Ack=13550 Win=65535 Len=0"
"748","64.594314","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"749","64.594618","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=13550 Ack=9846 Win=65535 Len=0"
"750","64.674976","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"751","64.715600","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=9846 Ack=13663 Win=65535 Len=0"
"752","64.716649","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"753","64.717039","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=13663 Ack=10061 Win=65535 Len=0"
"754","64.910081","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"755","64.910113","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=10061 Ack=13826 Win=65535 Len=0"
"758","65.552476","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"759","65.552513","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=10061 Ack=14181 Win=65535 Len=0"
"767","66.324676","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"768","66.325077","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=14181 Ack=10260 Win=65535 Len=0"
"769","66.432715","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"770","66.432742","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=10260 Ack=14294 Win=65535 Len=0"
"775","66.436350","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"776","66.436573","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=14294 Ack=10459 Win=65535 Len=0"
"777","66.532301","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"778","66.575500","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=10459 Ack=14713 Win=65535 Len=0"
"782","66.835651","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"783","66.836120","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=14713 Ack=10658 Win=65535 Len=0"
"784","66.950698","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"785","66.950762","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=10658 Ack=14858 Win=65535 Len=0"
"786","67.694775","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"787","67.695229","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=14858 Ack=10841 Win=65535 Len=0"
"788","67.776793","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"789","67.776820","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=10841 Ack=14971 Win=65535 Len=0"
"796","70.785506","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"797","70.785944","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=14971 Ack=11024 Win=65535 Len=0"
"798","70.868511","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"799","70.868542","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=11024 Ack=15084 Win=65535 Len=0"
"846","73.900029","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"847","73.900385","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=15084 Ack=11207 Win=65535 Len=0"
"848","73.992933","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"849","73.992971","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=11207 Ack=15197 Win=65535 Len=0"
"860","75.100115","10.0.2.15","149.154.167.99","TLSv1.2","93","Application Data"
"861","75.100497","149.154.167.99","10.0.2.15","TCP","60","443  >  58620 [ACK] Seq=40 Ack=79 Win=65535 Len=0"
"862","75.177833","149.154.167.99","10.0.2.15","TLSv1.2","93","Application Data"
"863","75.177935","10.0.2.15","149.154.167.99","TCP","54","58620  >  443 [ACK] Seq=79 Ack=79 Win=63986 Len=0"
"866","76.939274","10.0.2.15","149.154.167.99","TCP","294","49342  >  443 [PSH, ACK] Seq=983 Ack=629 Win=63986 Len=240 [TCP segment of a reassembled PDU]"
"867","76.939302","10.0.2.15","149.154.167.99","TLSv1.3","83","Application Data"
"868","76.939615","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=1031 Win=65535 Len=0"
"869","76.939615","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=1079 Win=65535 Len=0"
"870","76.939615","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=1127 Win=65535 Len=0"
"871","76.939703","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=1175 Win=65535 Len=0"
"872","76.939703","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=1223 Win=65535 Len=0"
"873","76.939703","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=629 Ack=1252 Win=65535 Len=0"
"874","77.002410","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"875","77.002834","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=15197 Ack=11390 Win=65535 Len=0"
"876","77.017316","149.154.167.99","10.0.2.15","TLSv1.3","274","Application Data"
"877","77.060231","10.0.2.15","149.154.167.99","TCP","54","49342  >  443 [ACK] Seq=1252 Ack=849 Win=63986 Len=0"
"878","77.082415","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"879","77.082442","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=11390 Ack=15310 Win=65535 Len=0"
"886","79.452971","10.0.2.15","149.154.167.99","TLSv1.2","509","Application Data"
"887","79.453451","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=15310 Ack=11845 Win=65535 Len=0"
"888","79.545147","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"889","79.545192","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=11845 Ack=15473 Win=65535 Len=0"
"892","80.094149","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"893","80.094461","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=15473 Ack=12028 Win=65535 Len=0"
"894","80.173473","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"895","80.173500","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12028 Ack=15586 Win=65535 Len=0"
"896","80.805195","10.0.2.15","149.154.167.99","TLSv1.3","82","Application Data"
"897","80.805592","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=25303 Ack=1940 Win=65535 Len=0"
"898","80.873700","149.154.167.99","10.0.2.15","TLSv1.3","116","Application Data, Application Data"
"899","80.873740","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [ACK] Seq=1940 Ack=25365 Win=63240 Len=0"
"900","80.873823","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [FIN, ACK] Seq=25365 Ack=1940 Win=65535 Len=0"
"901","80.873940","10.0.2.15","149.154.167.99","TLSv1.3","78","Application Data"
"902","80.873959","10.0.2.15","149.154.167.99","TCP","54","49358  >  443 [FIN, ACK] Seq=1964 Ack=25366 Win=63240 Len=0"
"903","80.874195","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=25366 Ack=1964 Win=65535 Len=0"
"904","80.874195","149.154.167.99","10.0.2.15","TCP","60","443  >  49358 [ACK] Seq=25366 Ack=1965 Win=65535 Len=0"
"907","82.532989","149.154.167.99","10.0.2.15","TLSv1.2","764","Application Data"
"908","82.533029","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12028 Ack=16296 Win=65535 Len=0"
"914","82.955156","10.0.2.15","149.154.167.99","TCP","74","60374  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4092996419 TSecr=0 WS=128"
"915","83.031520","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"916","83.031603","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"917","83.033191","10.0.2.15","149.154.167.99","TLSv1.3","752","Client Hello"
"918","83.033501","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=1 Ack=699 Win=65535 Len=0"
"919","83.113395","149.154.167.99","10.0.2.15","TLSv1.3","1294","Server Hello, Change Cipher Spec, Application Data"
"920","83.113461","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=699 Ack=1241 Win=63240 Len=0"
"921","83.114300","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=1241 Ack=699 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"922","83.114340","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=699 Ack=3721 Win=63240 Len=0"
"923","83.114393","149.154.167.99","10.0.2.15","TCP","430","443  >  60374 [PSH, ACK] Seq=3721 Ack=699 Win=65535 Len=376 [TCP segment of a reassembled PDU]"
"924","83.114399","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=699 Ack=4097 Win=63240 Len=0"
"925","83.115275","149.154.167.99","10.0.2.15","TLSv1.3","1660","Application Data, Application Data, Application Data"
"926","83.115288","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=699 Ack=5703 Win=63240 Len=0"
"927","83.116913","10.0.2.15","149.154.167.99","TLSv1.3","134","Change Cipher Spec, Application Data"
"928","83.117022","10.0.2.15","149.154.167.99","TLSv1.3","665","Application Data"
"929","83.117050","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=5703 Ack=779 Win=65535 Len=0"
"930","83.117089","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=5703 Ack=1390 Win=65535 Len=0"
"931","83.178285","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"932","83.178953","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=16296 Ack=12211 Win=65535 Len=0"
"933","83.196250","149.154.167.99","10.0.2.15","TLSv1.3","660","Application Data, Application Data"
"934","83.200107","149.154.167.99","10.0.2.15","TLSv1.3","296","Application Data"
"935","83.200195","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1390 Ack=6551 Win=63240 Len=0"
"936","83.203601","10.0.2.15","149.154.167.99","TLSv1.3","146","Application Data"
"937","83.203948","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=6551 Ack=1482 Win=65535 Len=0"
"938","83.204153","10.0.2.15","149.154.167.99","TLSv1.3","237","Application Data"
"939","83.204406","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=6551 Ack=1665 Win=65535 Len=0"
"940","83.259342","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"941","83.259369","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12211 Ack=16409 Win=65535 Len=0"
"942","83.294228","149.154.167.99","10.0.2.15","TLSv1.3","183","Application Data"
"943","83.298010","10.0.2.15","149.154.167.99","TLSv1.3","301","Application Data"
"944","83.298440","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=6680 Ack=1912 Win=65535 Len=0"
"947","83.353720","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"948","83.354172","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=16409 Ack=12410 Win=65535 Len=0"
"949","83.381914","149.154.167.99","10.0.2.15","TLSv1.3","249","Application Data"
"950","83.396417","149.154.167.99","10.0.2.15","TCP","1294","443  >  60374 [PSH, ACK] Seq=6875 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"951","83.396532","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=8115 Win=63240 Len=0"
"952","83.396878","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=8115 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"953","83.396894","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=10595 Win=63240 Len=0"
"954","83.397314","149.154.167.99","10.0.2.15","TCP","3774","443  >  60374 [PSH, ACK] Seq=10595 Ack=1912 Win=65535 Len=3720 [TCP segment of a reassembled PDU]"
"955","83.397346","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=14315 Win=63240 Len=0"
"956","83.397712","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=14315 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"957","83.397719","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=16795 Win=63240 Len=0"
"958","83.397756","149.154.167.99","10.0.2.15","TCP","1294","443  >  60374 [PSH, ACK] Seq=16795 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"959","83.398242","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=18035 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"960","83.398250","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=20515 Win=63240 Len=0"
"961","83.398512","149.154.167.99","10.0.2.15","TCP","1294","443  >  60374 [PSH, ACK] Seq=20515 Ack=1912 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"962","83.439364","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=21755 Win=63240 Len=0"
"963","83.478884","149.154.167.99","10.0.2.15","TLSv1.3","2534","Application Data [TCP segment of a reassembled PDU]"
"964","83.479044","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=24235 Win=63240 Len=0"
"965","83.478885","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=24235 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"966","83.479282","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=26715 Win=61320 Len=0"
"967","83.479386","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=26715 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"968","83.479412","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=29195 Win=58840 Len=0"
"969","83.479706","149.154.167.99","10.0.2.15","TCP","2534","443  >  60374 [PSH, ACK] Seq=29195 Ack=1912 Win=65535 Len=2480 [TCP segment of a reassembled PDU]"
"970","83.479715","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=31675 Win=62780 Len=0"
"971","83.479706","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"972","83.479760","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12410 Ack=16522 Win=65535 Len=0"
"973","83.479706","149.154.167.99","10.0.2.15","TLSv1.3","130","Application Data"
"974","83.479857","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=1912 Ack=31751 Win=62780 Len=0"
"977","83.506787","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"978","83.507213","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=16522 Ack=12609 Win=65535 Len=0"
"979","83.604075","149.154.167.99","10.0.2.15","TLSv1.2","860","Application Data"
"980","83.647993","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12609 Ack=17328 Win=65535 Len=0"
"981","83.866709","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"982","83.867147","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=17328 Ack=12808 Win=65535 Len=0"
"983","84.002249","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"984","84.002279","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12808 Ack=17473 Win=65535 Len=0"
"989","86.267389","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"990","86.267879","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=17473 Ack=12991 Win=65535 Len=0"
"991","86.347624","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"992","86.347651","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12991 Ack=17586 Win=65535 Len=0"
"993","86.457458","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"994","86.457508","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=12991 Ack=17925 Win=65535 Len=0"
"1000","87.226921","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1001","87.227281","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=17925 Ack=13190 Win=65535 Len=0"
"1002","87.408131","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1003","87.408160","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=13190 Ack=18038 Win=65535 Len=0"
"1006","87.412133","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1007","87.412577","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=18038 Ack=13389 Win=65535 Len=0"
"1008","87.547972","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1009","87.596819","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=13389 Ack=18441 Win=65535 Len=0"
"1010","87.740088","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1011","87.740674","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=18441 Ack=13588 Win=65535 Len=0"
"1012","87.922908","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1013","87.922936","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=13588 Ack=18586 Win=65535 Len=0"
"1018","88.044815","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1019","88.044859","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=13588 Ack=18925 Win=65535 Len=0"
"1029","88.821254","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1030","88.821670","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=18925 Ack=13787 Win=65535 Len=0"
"1031","88.984478","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1032","88.984506","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=13787 Ack=19038 Win=65535 Len=0"
"1033","88.988469","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1034","88.988848","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=19038 Ack=13986 Win=65535 Len=0"
"1037","89.086616","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1038","89.128319","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=13986 Ack=19457 Win=65535 Len=0"
"1041","89.265531","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
