"No.","Time","Source","Destination","Protocol","Length","Info"
"1418","113.406106","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1419","113.406362","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35038 Ack=24763 Win=65535 Len=0"
"1422","113.506785","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1423","113.547011","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1424","113.547044","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24763 Ack=35796 Win=65535 Len=0"
"1430","113.814178","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1431","113.814515","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35796 Ack=24978 Win=65535 Len=0"
"1432","113.926892","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1433","113.967560","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=24978 Ack=35941 Win=65535 Len=0"
"1436","114.302321","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1437","114.302648","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=35941 Ack=25161 Win=65535 Len=0"
"1438","114.380267","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1439","114.380299","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25161 Ack=36054 Win=65535 Len=0"
"1440","114.764963","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1441","114.764996","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25161 Ack=36393 Win=65535 Len=0"
"1449","115.569347","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1450","115.569722","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=36393 Ack=25360 Win=65535 Len=0"
"1451","115.674198","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1452","115.674228","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25360 Ack=36506 Win=65535 Len=0"
"1453","115.679848","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1454","115.680165","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=36506 Ack=25559 Win=65535 Len=0"
"1457","115.807791","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1458","115.851353","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25559 Ack=36925 Win=65535 Len=0"
"1459","116.077292","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1460","116.077728","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=36925 Ack=25774 Win=65535 Len=0"
"1461","116.207396","149.154.167.99","10.0.2.15","TLSv1.2","217","Application Data"
"1462","116.207427","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25774 Ack=37088 Win=65535 Len=0"
"1463","117.277497","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1464","117.277535","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25774 Ack=37443 Win=65535 Len=0"
"1467","117.387097","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1468","117.387455","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=37443 Ack=25957 Win=65535 Len=0"
"1469","117.471447","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1470","117.471480","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=25957 Ack=37556 Win=65535 Len=0"
"1474","118.026001","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1475","118.026389","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=37556 Ack=26156 Win=65535 Len=0"
"1476","118.139670","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1477","118.139699","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26156 Ack=37669 Win=65535 Len=0"
"1478","118.142772","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1479","118.143069","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=37669 Ack=26355 Win=65535 Len=0"
"1482","118.263906","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1483","118.307382","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26355 Ack=38088 Win=65535 Len=0"
"1486","118.453430","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1487","118.453464","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26355 Ack=38427 Win=65535 Len=0"
"1488","118.529460","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1489","118.529854","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=38427 Ack=26570 Win=65535 Len=0"
"1492","118.624508","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1493","118.624549","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26570 Ack=38572 Win=65535 Len=0"
"1499","119.207366","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1500","119.207653","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=38572 Ack=26769 Win=65535 Len=0"
"1501","119.301288","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1502","119.301315","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26769 Ack=38685 Win=65535 Len=0"
"1503","119.303784","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1504","119.304067","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=38685 Ack=26968 Win=65535 Len=0"
"1507","119.402552","149.154.167.99","10.0.2.15","TLSv1.2","457","Application Data"
"1508","119.446559","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=26968 Ack=39088 Win=65535 Len=0"
"1509","119.719720","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1510","119.720058","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39088 Ack=27167 Win=65535 Len=0"
"1511","119.814035","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1512","119.814086","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27167 Ack=39233 Win=65535 Len=0"
"1515","120.305730","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1516","120.305773","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27167 Ack=39588 Win=65535 Len=0"
"1519","120.479272","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1520","120.479707","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39588 Ack=27350 Win=65535 Len=0"
"1521","120.558861","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1522","120.558895","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27350 Ack=39701 Win=65535 Len=0"
"1526","121.070581","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1527","121.070959","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39701 Ack=27549 Win=65535 Len=0"
"1528","121.172599","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1529","121.172628","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27549 Ack=39814 Win=65535 Len=0"
"1530","121.176545","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1531","121.176836","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=39814 Ack=27748 Win=65535 Len=0"
"1534","121.283241","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1535","121.323900","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27748 Ack=40233 Win=65535 Len=0"
"1536","121.373712","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1537","121.373742","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27748 Ack=40572 Win=65535 Len=0"
"1540","121.578476","10.0.2.15","149.154.167.99","TLSv1.2","269","Application Data"
"1541","121.578851","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=40572 Ack=27963 Win=65535 Len=0"
"1542","121.680624","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1543","121.680666","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=27963 Ack=40717 Win=65535 Len=0"
"1547","122.138194","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1548","122.138624","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=40717 Ack=28162 Win=65535 Len=0"
"1549","122.243107","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1550","122.243149","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28162 Ack=40830 Win=65535 Len=0"
"1551","122.246376","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1552","122.246642","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=40830 Ack=28361 Win=65535 Len=0"
"1555","122.339409","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1556","122.383320","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28361 Ack=41249 Win=65535 Len=0"
"1557","122.647198","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1558","122.647553","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41249 Ack=28560 Win=65535 Len=0"
"1559","122.753551","149.154.167.99","10.0.2.15","TLSv1.2","199","Application Data"
"1560","122.753581","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28560 Ack=41394 Win=65535 Len=0"
"1605","123.563249","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1606","123.563639","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41394 Ack=28743 Win=65535 Len=0"
"1607","123.644360","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1608","123.644390","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=28743 Ack=41507 Win=65535 Len=0"
"1620","124.452679","10.0.2.15","149.154.167.99","TLSv1.2","525","Application Data"
"1621","124.453336","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41507 Ack=29214 Win=65535 Len=0"
"1622","124.554883","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"1623","124.554915","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29214 Ack=41686 Win=65535 Len=0"
"1630","125.850772","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"1631","125.852011","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41686 Ack=29381 Win=65535 Len=0"
"1632","126.008015","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1633","126.008048","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29381 Ack=41799 Win=65535 Len=0"
"1638","126.648027","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1639","126.648371","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=41799 Ack=29564 Win=65535 Len=0"
"1640","126.735196","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1641","126.735230","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29564 Ack=41912 Win=65535 Len=0"
"1646","127.250737","10.0.2.15","149.154.167.99","TLSv1.2","93","Application Data"
"1647","127.250920","10.0.2.15","149.154.167.99","TLSv1.2","78","Application Data"
"1648","127.250958","10.0.2.15","149.154.167.99","TCP","54","58620  >  443 [FIN, ACK] Seq=142 Ack=79 Win=63986 Len=0"
"1649","127.250993","149.154.167.99","10.0.2.15","TCP","60","443  >  58620 [ACK] Seq=79 Ack=118 Win=65535 Len=0"
"1650","127.251039","149.154.167.99","10.0.2.15","TCP","60","443  >  58620 [ACK] Seq=79 Ack=142 Win=65535 Len=0"
"1651","127.251039","149.154.167.99","10.0.2.15","TCP","60","443  >  58620 [ACK] Seq=79 Ack=143 Win=65535 Len=0"
"1652","127.332252","149.154.167.99","10.0.2.15","TCP","60","443  >  58620 [FIN, ACK] Seq=79 Ack=143 Win=65535 Len=0"
"1653","127.332285","10.0.2.15","149.154.167.99","TCP","54","58620  >  443 [ACK] Seq=143 Ack=80 Win=63986 Len=0"
"1654","128.313546","149.154.167.99","10.0.2.15","TLSv1.2","668","Application Data"
"1655","128.313583","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29564 Ack=42526 Win=65535 Len=0"
"1661","128.714115","10.0.2.15","149.154.167.99","TLSv1.3","301","Application Data"
"1662","128.714399","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=43789 Ack=2422 Win=65535 Len=0"
"1663","128.824338","149.154.167.99","10.0.2.15","TCP","1294","443  >  60374 [PSH, ACK] Seq=43789 Ack=2422 Win=65535 Len=1240 [TCP segment of a reassembled PDU]"
"1664","128.824460","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=2422 Ack=45029 Win=62780 Len=0"
"1665","128.825064","149.154.167.99","10.0.2.15","TCP","3774","443  >  60374 [PSH, ACK] Seq=45029 Ack=2422 Win=65535 Len=3720 [TCP segment of a reassembled PDU]"
"1666","128.825082","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=2422 Ack=48749 Win=61320 Len=0"
"1667","128.825267","149.154.167.99","10.0.2.15","TLSv1.3","3276","Application Data"
"1668","128.825278","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=2422 Ack=51971 Win=61320 Len=0"
"1671","129.746428","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1672","129.746989","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=42526 Ack=29747 Win=65535 Len=0"
"1673","129.829223","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1674","129.829254","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29747 Ack=42639 Win=65535 Len=0"
"1677","130.563094","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1678","130.563146","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29747 Ack=42978 Win=65535 Len=0"
"1684","131.447304","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1685","131.447358","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29747 Ack=43317 Win=65535 Len=0"
"1695","132.843189","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1696","132.843463","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=43317 Ack=29946 Win=65535 Len=0"
"1697","132.922893","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1698","132.922922","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29946 Ack=43430 Win=65535 Len=0"
"1701","133.114126","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1702","133.114139","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29946 Ack=43785 Win=65535 Len=0"
"1706","134.006469","149.154.167.99","10.0.2.15","TLSv1.2","393","Application Data"
"1707","134.006503","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29946 Ack=44124 Win=65535 Len=0"
"1717","135.464676","149.154.167.99","10.0.2.15","TLSv1.2","409","Application Data"
"1718","135.464707","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=29946 Ack=44479 Win=65535 Len=0"
"1724","135.934370","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1725","135.934823","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44479 Ack=30145 Win=65535 Len=0"
"1726","135.956839","10.0.2.15","149.154.167.99","TLSv1.3","93","Application Data"
"1727","135.957225","149.154.167.99","10.0.2.15","TCP","60","443  >  49342 [ACK] Seq=849 Ack=1291 Win=65535 Len=0"
"1728","136.025816","149.154.167.99","10.0.2.15","TLSv1.3","93","Application Data"
"1729","136.025850","10.0.2.15","149.154.167.99","TCP","54","49342  >  443 [ACK] Seq=1291 Ack=888 Win=63986 Len=0"
"1730","136.042043","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1731","136.042104","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30145 Ack=44592 Win=65535 Len=0"
"1738","139.051878","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1739","139.052181","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44592 Ack=30328 Win=65535 Len=0"
"1740","139.132869","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1741","139.132897","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30328 Ack=44705 Win=65535 Len=0"
"1744","139.453315","10.0.2.15","149.154.167.99","TLSv1.2","541","Application Data"
"1745","139.453762","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44705 Ack=30815 Win=65535 Len=0"
"1746","139.552012","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"1747","139.552041","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30815 Ack=44884 Win=65535 Len=0"
"1760","142.140617","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1761","142.141001","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44884 Ack=30998 Win=65535 Len=0"
"1762","142.226543","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1763","142.226571","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=30998 Ack=44997 Win=65535 Len=0"
"1815","145.234569","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1816","145.234999","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=44997 Ack=31181 Win=65535 Len=0"
"1817","145.311144","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1818","145.311173","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31181 Ack=45110 Win=65535 Len=0"
"1827","148.318830","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1828","148.319196","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45110 Ack=31364 Win=65535 Len=0"
"1831","148.433388","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1832","148.433416","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31364 Ack=45223 Win=65535 Len=0"
"1837","150.652870","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"1838","150.653224","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45223 Ack=31531 Win=65535 Len=0"
"1839","150.750490","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1840","150.750519","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31531 Ack=45336 Win=65535 Len=0"
"1843","151.052068","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1844","151.052362","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45336 Ack=31730 Win=65535 Len=0"
"1845","151.249705","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1846","151.249734","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=31730 Ack=45449 Win=65535 Len=0"
"1847","151.254126","10.0.2.15","149.154.167.99","TLSv1.2","253","Application Data"
"1848","151.254599","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45449 Ack=31929 Win=65535 Len=0"
"1851","151.429014","149.154.167.99","10.0.2.15","TLSv1.2","473","Application Data"
"1852","151.440807","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1853","151.441200","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45868 Ack=32112 Win=65535 Len=0"
"1854","151.549854","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"1855","151.550107","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=45868 Ack=32279 Win=65535 Len=0"
"1856","151.586577","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1857","151.627520","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32279 Ack=45981 Win=65535 Len=0"
"1858","151.732551","149.154.167.99","10.0.2.15","TLSv1.2","265","Application Data"
"1859","151.732587","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32279 Ack=46192 Win=65535 Len=0"
"1864","154.455596","10.0.2.15","149.154.167.99","TLSv1.2","557","Application Data"
"1865","154.455998","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46192 Ack=32782 Win=65535 Len=0"
"1866","154.575949","149.154.167.99","10.0.2.15","TLSv1.2","233","Application Data"
"1867","154.575979","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32782 Ack=46371 Win=65535 Len=0"
"1868","154.603198","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1869","154.603745","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46371 Ack=32965 Win=65535 Len=0"
"1870","154.722308","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1871","154.767343","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=32965 Ack=46484 Win=65535 Len=0"
"1876","156.159655","10.0.2.15","149.154.167.99","TLSv1.2","221","Application Data"
"1877","156.160110","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46484 Ack=33132 Win=65535 Len=0"
"1878","156.265271","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1879","156.265323","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33132 Ack=46597 Win=65535 Len=0"
"1882","157.732469","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1883","157.732840","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46597 Ack=33315 Win=65535 Len=0"
"1884","158.196099","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1885","158.196143","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33315 Ack=46710 Win=65535 Len=0"
"1890","158.838299","10.0.2.15","149.154.167.99","TLSv1.3","82","Application Data"
"1891","158.838772","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=51971 Ack=2450 Win=65535 Len=0"
"1892","158.915631","149.154.167.99","10.0.2.15","TLSv1.3","92","Application Data"
"1893","158.915669","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=2450 Ack=52009 Win=62780 Len=0"
"1894","158.915747","149.154.167.99","10.0.2.15","TLSv1.3","78","Application Data"
"1895","158.915755","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [ACK] Seq=2450 Ack=52033 Win=62780 Len=0"
"1896","158.915747","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [FIN, ACK] Seq=52033 Ack=2450 Win=65535 Len=0"
"1897","158.916003","10.0.2.15","149.154.167.99","TLSv1.3","78","Application Data"
"1898","158.916037","10.0.2.15","149.154.167.99","TCP","54","60374  >  443 [FIN, ACK] Seq=2474 Ack=52034 Win=62780 Len=0"
"1899","158.916249","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=52034 Ack=2474 Win=65535 Len=0"
"1900","158.916249","149.154.167.99","10.0.2.15","TCP","60","443  >  60374 [ACK] Seq=52034 Ack=2475 Win=65535 Len=0"
"1905","161.203193","10.0.2.15","149.154.167.99","TLSv1.2","237","Application Data"
"1906","161.203610","149.154.167.99","10.0.2.15","TCP","60","443  >  52862 [ACK] Seq=46710 Ack=33498 Win=65535 Len=0"
"1907","161.315690","149.154.167.99","10.0.2.15","TLSv1.2","167","Application Data"
"1908","161.315724","10.0.2.15","149.154.167.99","TCP","54","52862  >  443 [ACK] Seq=33498 Ack=46823 Win=65535 Len=0"
